Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,281.7200012207031,281.82000732421875,275.5400085449219,276.6099853515625,268.39471435546875,553500
2020-01-03,274.6499938964844,279.45001220703125,274.6499938964844,275.7900085449219,267.59912109375,442400
2020-01-06,276.8800048828125,278.0899963378906,275.739990234375,276.6400146484375,268.4238586425781,571500
2020-01-07,275.8599853515625,279.54998779296875,274.760009765625,276.0199890136719,267.8222961425781,533700
2020-01-08,276.2799987792969,279.1600036621094,273.92999267578125,276.9599914550781,268.7343444824219,506500
2020-01-09,277.7699890136719,279.760009765625,276.760009765625,277.6099853515625,269.3651123046875,481600
2020-01-10,277.3500061035156,277.3500061035156,272.29998779296875,276.8699951171875,268.6470031738281,335600
2020-01-13,276.1600036621094,276.4800109863281,271.79998779296875,272.1499938964844,264.06719970703125,647900
2020-01-14,269.3800048828125,270.0,260.1000061035156,260.75,253.00582885742188,1076900
2020-01-15,260.7300109863281,262.7799987792969,258.7699890136719,262.19000244140625,254.40306091308594,703100
2020-01-16,262.4599914550781,264.04998779296875,261.2900085449219,263.010009765625,255.19863891601562,728900
2020-01-17,263.1700134277344,266.95001220703125,262.70001220703125,266.739990234375,258.8179016113281,541700
2020-01-21,265.739990234375,269.0299987792969,265.3500061035156,267.760009765625,259.8076171875,590800
2020-01-22,268.0400085449219,268.4800109863281,264.9100036621094,265.2300109863281,257.3527526855469,400900
2020-01-23,263.8800048828125,267.9599914550781,262.4200134277344,267.8699951171875,259.91436767578125,385700
2020-01-24,267.4800109863281,267.6099853515625,262.2699890136719,263.8900146484375,256.05255126953125,305800
2020-01-27,261.5,265.07000732421875,259.29998779296875,259.5400085449219,251.83172607421875,545100
2020-01-28,260.75,266.0199890136719,258.69000244140625,265.54998779296875,257.6632080078125,434500
2020-01-29,265.92999267578125,268.20001220703125,260.54998779296875,260.6499938964844,252.90878295898438,504900
2020-01-30,259.2300109863281,266.8800048828125,259.2300109863281,266.70001220703125,258.7791442871094,737800
2020-01-31,265.4700012207031,265.69000244140625,259.94000244140625,263.79998779296875,255.96522521972656,387900
2020-02-03,265.7200012207031,274.6099853515625,264.5,272.3699951171875,264.2806701660156,607100
2020-02-04,274.4100036621094,274.5,266.4200134277344,272.42999267578125,264.3388671875,482600
2020-02-05,274.54998779296875,278.3900146484375,273.2900085449219,277.20001220703125,268.9672546386719,559600
2020-02-06,276.6099853515625,277.7900085449219,271.5899963378906,274.17999267578125,266.03692626953125,534000
2020-02-07,273.7200012207031,275.7099914550781,271.9700012207031,274.1000061035156,265.9593505859375,310900
2020-02-10,273.8800048828125,276.8500061035156,272.69000244140625,276.7900085449219,268.56939697265625,744000
2020-02-11,272.25,272.3500061035156,261.55999755859375,262.760009765625,254.95606994628906,901400
2020-02-12,261.6400146484375,261.9800109863281,255.3000030517578,260.0,252.2780303955078,636500
2020-02-13,260.0,265.04998779296875,259.5299987792969,262.67999267578125,254.8784942626953,616100
2020-02-14,262.6700134277344,263.79998779296875,261.4800109863281,263.4800109863281,255.65469360351562,545000
2020-02-18,262.0,263.5400085449219,256.260009765625,257.20001220703125,249.561279296875,700400
2020-02-19,256.8699951171875,260.8299865722656,255.6999969482422,258.6700134277344,250.98757934570312,753600
2020-02-20,259.1199951171875,261.1000061035156,255.42999267578125,258.0799865722656,250.4151153564453,506300
2020-02-21,257.2200012207031,257.239990234375,250.83999633789062,251.4199981689453,243.95289611816406,725200
2020-02-24,245.11000061035156,250.49000549316406,240.97999572753906,249.47999572753906,242.07054138183594,853400
2020-02-25,248.63999938964844,249.5500030517578,238.8800048828125,239.1300048828125,232.02793884277344,802200
2020-02-26,240.3800048828125,242.3000030517578,232.72999572753906,234.69000244140625,227.71978759765625,1021100
2020-02-27,231.89999389648438,238.42999267578125,229.9600067138672,230.97999572753906,224.11996459960938,819000
2020-02-28,225.75999450683594,229.47000122070312,223.30999755859375,227.52999877929688,221.29934692382812,1117700
2020-03-02,228.0500030517578,237.14999389648438,227.6699981689453,236.89999389648438,230.4127960205078,891300
2020-03-03,243.3000030517578,245.69000244140625,237.00999450683594,238.94000244140625,232.39694213867188,879900
2020-03-04,242.05999755859375,253.16000366210938,239.3699951171875,252.75,245.82876586914062,816100
2020-03-05,246.35000610351562,249.27999877929688,238.02999877929688,243.6199951171875,236.9487762451172,720600
2020-03-06,236.75999450683594,240.3000030517578,232.97000122070312,238.75,232.21214294433594,629400
2020-03-09,216.0,226.52999877929688,211.35000610351562,213.22000122070312,207.38124084472656,1032600
2020-03-10,218.0,219.99000549316406,206.8699951171875,217.3699951171875,211.41757202148438,880400
2020-03-11,212.33999633789062,213.6699981689453,204.41000366210938,206.50999450683594,200.85499572753906,801300
2020-03-12,190.0,201.3800048828125,185.7100067138672,185.72000122070312,180.63430786132812,875100
2020-03-13,193.5399932861328,198.41000366210938,185.1300048828125,198.25,192.82115173339844,850000
2020-03-16,181.30999755859375,189.27000427246094,170.97999572753906,171.38999938964844,166.69668579101562,1073200
2020-03-17,174.83999633789062,177.3300018310547,161.85000610351562,172.66000366210938,167.9319305419922,1072600
2020-03-18,165.77999877929688,169.80999755859375,135.0800018310547,149.82000732421875,145.7173614501953,1507300
2020-03-19,149.91000366210938,171.55999755859375,141.22999572753906,168.24000549316406,163.63296508789062,971400
2020-03-20,170.0,172.80999755859375,150.0,153.6199951171875,149.41331481933594,1372300
2020-03-23,154.0,154.0,141.1199951171875,144.1199951171875,140.1734619140625,1052600
2020-03-24,151.39999389648438,164.0399932861328,149.3300018310547,160.4199981689453,156.02708435058594,992500
2020-03-25,159.47000122070312,191.25,157.80999755859375,182.07000732421875,177.08425903320312,1620500
2020-03-26,184.94000244140625,194.9199981689453,184.02999877929688,194.9199981689453,189.58238220214844,1004600
2020-03-27,188.64999389648438,191.6999969482422,178.8800048828125,181.22000122070312,176.25753784179688,911200
2020-03-30,183.10000610351562,183.10000610351562,175.5,179.52000427246094,174.60409545898438,885800
2020-03-31,176.8000030517578,196.07000732421875,175.0500030517578,189.22999572753906,184.04815673828125,2338700
2020-04-01,182.19000244140625,195.49000549316406,181.00999450683594,186.1199951171875,181.02334594726562,1463100
2020-04-02,186.5,189.3300018310547,176.00999450683594,180.35000610351562,175.41136169433594,1267500
2020-04-03,179.3000030517578,179.5,162.02999877929688,169.50999450683594,164.86817932128906,1325000
2020-04-06,175.47000122070312,179.19000244140625,172.67999267578125,176.9600067138672,172.1141815185547,1348300
2020-04-07,183.72999572753906,195.75999450683594,181.36000061035156,185.4199981689453,180.342529296875,945700
2020-04-08,186.16000366210938,198.00999450683594,183.92999267578125,196.77000427246094,191.38168334960938,778100
2020-04-09,199.80999755859375,214.5,199.80999755859375,208.19000244140625,202.4889678955078,1024800
2020-04-13,206.72000122070312,206.72000122070312,196.75,197.57000732421875,192.15982055664062,516400
2020-04-14,201.39999389648438,204.02999877929688,198.3800048828125,203.19000244140625,197.62588500976562,368300
2020-04-15,196.6699981689453,197.88999938964844,189.1999969482422,194.14999389648438,188.83343505859375,690700
2020-04-16,193.44000244140625,193.72000122070312,184.3000030517578,187.44000244140625,182.30718994140625,683000
2020-04-17,193.25999450683594,199.47000122070312,192.14999389648438,198.8699951171875,193.42420959472656,666100
2020-04-20,195.05999755859375,195.3699951171875,188.5399932861328,188.63999938964844,183.47434997558594,621000
2020-04-21,185.33999633789062,186.8800048828125,178.24000549316406,179.25,174.3414764404297,834700
2020-04-22,180.0,182.02999877929688,177.02000427246094,177.0500030517578,172.20172119140625,956100
2020-04-23,176.7100067138672,180.1300048828125,174.63999938964844,177.74000549316406,172.87278747558594,593900
2020-04-24,181.75,182.8699951171875,175.55999755859375,177.35000610351562,172.4935302734375,582000
2020-04-27,179.17999267578125,187.07000732421875,178.50999450683594,182.00999450683594,177.02587890625,721000
2020-04-28,187.5800018310547,194.2100067138672,186.16000366210938,189.1199951171875,183.94117736816406,769200
2020-04-29,194.02999877929688,199.44000244140625,193.97999572753906,197.83999633789062,192.4224090576172,761300
2020-04-30,195.25,195.25,187.58999633789062,190.22999572753906,185.0207977294922,584300
2020-05-01,187.5500030517578,188.7899932861328,181.9199981689453,186.58999633789062,181.48048400878906,455200
2020-05-04,184.30999755859375,192.17999267578125,180.5399932861328,190.64999389648438,185.4292755126953,740600
2020-05-05,188.0500030517578,189.67999267578125,175.41000366210938,181.50999450683594,176.53958129882812,1391300
2020-05-06,183.5399932861328,184.57000732421875,174.24000549316406,174.49000549316406,169.71182250976562,1061700
